Gene	L11.D8.Tox.KO1.Tim3p_S11	L13.D8.Tox.KO2.Tim3p_S13	L15.D8.Tox.KO3.Tim3p_S15	L17.D8.Tox.KO4.Tim3p_S2	L19.D8.Tox.KO5.Tim3p_S4	L1.D8.Tox.WT1.Tim3p_S1	L3.D8.Tox.WT2.Tim3p_S3	L5.D8.Tox.WT3.Tim3p_S5	L7.D8.Tox.WT4.Tim3p_S7	L9.D8.Tox.WT5.Tim3p_S9
Gm36345	0	0	0	0	0	0	0	0	0	0
Gm3635	0	1	0	0	0	0	0	0	0	0
Gm36355	0	1	1	1	0	0	1	0	0	0
Gm36356	0	0	0	0	0	0	0	0	0	0
Gm3636	7	13	14	5	10	14	7	6	9	6
Gm36367	0	0	0	0	0	0	0	0	0	0
Gm36368	0	0	0	0	0	0	0	0	0	0
Gm36371	38	57	45	32	28	51	73	39	24	44
Gm36372	3	0	0	0	0	0	0	0	0	0
Gm36377	0	0	0	0	0	0	0	0	0	0
Gm36378	0	0	0	0	0	0	0	0	0	0
Gm36380	0	0	0	0	0	0	0	0	0	0
Gm36382	0	0	0	0	0	0	0	0	0	0
Gm36388	0	0	0	0	0	0	0	0	0	0
Gm36398	0	0	0	0	0	0	0	0	0	0
Gm364	0	0	0	0	0	0	0	0	0	0
Gm36401	8	9	4	13	9	5	2	6	5	10
Gm36406	0	0	0	0	0	0	0	0	0	0
Gm3642	0	0	0	0	0	0	0	0	0	0
Gm36423	1	6	14	3	1	7	1	2	3	1
Gm36426	0	0	0	0	0	0	0	0	0	0
Gm36431	0	0	0	0	0	0	0	0	0	0
Gm36435	0	1	0	0	0	0	0	0	0	0
Gm36445	83	65	73	30	16	20	35	41	19	81
Gm36447	0	4	0	0	0	0	1	1	0	0
Gm36448	0	0	0	0	0	0	0	0	0	0
Gm3646	0	0	0	0	0	0	0	0	0	0
Gm36467	0	0	0	0	0	0	0	0	0	0
Gm36468	0	0	0	0	0	0	0	0	0	0
Gm36485	0	0	0	0	0	0	0	0	0	0
Gm36495	0	0	0	0	0	0	0	0	0	0
Gm3650	0	0	0	0	0	0	0	0	0	0
Gm36500	0	0	0	0	0	0	0	0	0	0
Gm36501	11	8	3	8	2	10	10	3	5	4
Gm36503	0	0	0	0	0	0	0	0	0	0
Gm36520	0	0	0	0	0	0	0	0	0	0
Gm36525	0	0	0	0	0	0	0	0	0	0
Gm36527	1	4	0	3	1	3	7	0	0	1
Gm36529	0	0	0	0	0	0	0	0	0	0
Gm36535	0	0	0	0	0	0	0	0	0	0
Gm36536	0	0	0	0	0	0	0	0	0	0
Gm36539	0	0	0	0	0	0	0	0	0	0
Gm3654	0	0	0	0	0	0	0	0	0	0
Gm36543	0	0	0	0	0	0	0	0	0	0
Gm36546	1	1	1	0	0	0	0	2	0	0
Gm36548	0	0	0	0	0	0	0	0	0	0
Gm36550	0	0	0	0	0	0	0	0	0	0
Gm36551	3	3	8	2	1	9	8	10	8	4
Gm36569	0	0	0	0	0	0	0	0	0	0
Gm3657	0	0	0	0	0	0	0	0	0	0
Gm36584	0	0	0	0	0	1	1	0	0	0
Gm36595	0	0	0	0	0	0	0	0	0	0
Gm36607	0	0	0	0	0	0	0	0	0	0
Gm36633	0	0	0	0	0	0	1	0	0	0
Gm36634	0	0	1	1	0	2	4	0	5	0
Gm36635	0	0	0	1	0	1	0	0	0	0
Gm36638	7	0	0	1	1	0	1	2	0	5
Gm36640	0	0	0	0	0	0	0	0	0	0
Gm3665	0	0	0	0	0	0	0	0	0	0
Gm36660	0	2	8	0	3	0	3	0	0	0
Gm36667	0	0	0	0	0	0	0	0	0	0
Gm36669	0	0	0	0	0	0	0	0	0	0
Gm3667	0	1	0	0	0	0	0	0	0	0
Gm36670	0	0	0	0	0	0	0	0	0	0
Gm3669	0	0	0	0	0	0	0	0	0	0
Gm36694	0	0	0	0	0	0	0	0	0	0
Gm36696	3	0	4	1	0	2	6	1	4	0
Gm3671	0	3	4	3	0	1	2	1	0	1
Gm36719	0	0	0	0	0	0	0	0	0	0
Gm36728	0	0	0	0	0	0	0	0	0	0
Gm36736	0	0	0	0	0	0	0	0	0	0
Gm36737	0	2	0	0	0	0	0	0	0	0
Gm36745	0	0	0	0	0	0	1	0	0	0
Gm3675	0	0	0	0	0	0	0	0	0	0
Gm36752	0	0	0	1	0	0	0	0	0	0
Gm36756	51	58	55	33	29	64	46	36	45	53
Gm36757	0	0	0	0	0	3	0	0	0	0
Gm36758	0	2	0	0	0	0	0	0	0	0
Gm3676	0	0	0	0	0	0	0	0	0	0
Gm36776	0	0	0	0	0	0	0	0	0	0
Gm3678	0	0	0	0	0	0	0	0	0	0
Gm36782	0	0	0	0	0	0	0	0	0	0
Gm36793	0	0	0	0	0	0	0	0	0	0
Gm36799	0	0	0	0	0	0	0	0	0	0
Gm3681	0	0	0	0	0	0	0	0	0	0
Gm36814	0	0	1	0	0	0	0	0	0	0
Gm36816	4	1	3	0	0	2	4	1	8	2
Gm36823	0	0	0	1	0	0	0	0	0	0
Gm36827	0	0	0	0	0	0	0	0	0	0
Gm3683	0	0	0	0	0	0	0	0	0	0
Gm36831	0	0	0	0	0	0	0	0	0	0
Gm36839	0	3	11	1	6	2	2	7	9	3
Gm36840	0	0	0	0	0	0	0	0	0	0
Gm36843	0	0	0	0	0	0	0	0	0	0
Gm36849	0	0	0	0	0	0	0	0	0	0
Gm3685	0	0	0	0	0	0	0	0	0	0
Gm36855	0	0	0	0	0	0	0	0	0	0
Gm36858	0	0	0	0	0	0	0	0	0	0
Gm36862	0	0	0	0	0	0	0	0	0	0
Gm36864	0	0	0	0	1	0	0	0	0	0
Gm36866	0	0	0	0	0	0	0	0	0	0
Gm3687	0	0	1	0	0	1	0	0	0	0
Gm36879	0	0	0	0	0	0	0	0	0	0
Gm36888	0	0	0	0	1	1	0	0	0	3
Gm36891	0	0	0	0	0	0	0	0	0	0
Gm3690	0	0	0	0	0	0	0	0	0	0
Gm36908	0	0	0	0	0	0	0	0	0	0
Gm36927	0	0	0	0	0	0	0	0	0	0
Gm36928	0	0	0	0	0	0	0	0	0	0
Gm36929	0	0	0	0	0	0	0	0	0	0
Gm3693	0	0	0	0	0	0	0	0	0	0
Gm36930	3	2	2	0	7	4	0	3	15	12
Gm36931	7	3	0	6	15	14	7	0	0	3
Gm36932	18	5	15	24	12	38	15	12	11	13
Gm36933	29	26	19	39	24	73	27	12	21	18
Gm36934	0	2	0	0	0	1	0	0	0	0
Gm36935	0	0	0	0	0	0	0	0	0	0
Gm36936	6	1	9	1	1	6	7	2	10	10
Gm36937	0	0	0	0	0	0	0	0	0	0
Gm36938	0	0	0	0	0	0	0	0	0	0
Gm36939	0	0	0	0	0	0	0	0	0	0
Gm36940	0	2	1	6	12	10	17	4	9	4
Gm36941	0	0	0	0	0	0	0	0	0	0
Gm36943	0	0	0	0	0	0	0	0	0	0
Gm36944	0	1	0	0	0	0	0	0	0	0
Gm36945	0	0	0	0	0	0	0	0	0	0
Gm36946	0	0	0	0	0	0	0	0	0	0
Gm36947	0	0	0	0	0	0	0	0	0	0
Gm36948	46	44	22	25	17	39	32	36	17	48
Gm36949	0	6	1	1	2	1	0	0	0	1
Gm3695	4	8	9	9	4	9	1	3	3	5
Gm36950	0	0	0	0	0	0	0	0	0	0
Gm36951	0	0	0	0	0	0	0	0	0	0
Gm36952	0	0	0	0	0	0	0	0	0	0
Gm36953	0	0	2	0	0	0	0	2	0	0
Gm36954	0	0	0	0	0	0	0	0	0	0
Gm36955	23	29	25	7	8	5	26	25	18	12
Gm36956	0	0	0	0	0	0	0	0	0	0
Gm36957	0	0	0	0	0	0	0	0	0	0
Gm36958	0	0	0	0	0	0	0	0	0	0
Gm3696	0	1	0	0	1	0	0	0	0	0
Gm36960	0	0	0	0	0	0	0	0	0	0
Gm36961	0	0	0	0	0	0	0	0	0	0
Gm36962	0	0	0	0	0	0	0	0	0	0
Gm36963	0	0	0	0	0	0	0	0	0	0
Gm36964	0	1	1	0	0	1	0	3	0	4
Gm36965	0	0	0	0	0	0	0	0	0	0
Gm36966	0	0	0	0	0	0	0	0	0	0
Gm36967	0	1	0	0	0	0	0	0	0	0
Gm36968	0	0	0	0	0	0	0	0	0	0
Gm36969	0	0	0	0	0	0	0	0	0	0
Gm36970	0	0	0	0	0	0	0	0	0	0
Gm36971	0	0	0	0	0	0	0	0	0	0
Gm36972	0	1	0	0	0	0	0	0	0	0
Gm36973	0	0	0	0	0	0	0	0	0	0
Gm36974	0	0	0	0	0	0	0	0	0	0
Gm36975	14	5	3	8	3	14	11	5	4	5
Gm36976	0	0	0	0	0	0	0	0	0	0
Gm36978	0	0	0	0	0	0	0	0	0	0
Gm36979	0	0	0	0	0	0	0	0	0	0
Gm36980	0	0	0	0	0	0	0	0	0	0
Gm36981	66	91	88	92	69	118	45	54	40	48
Gm36982	0	0	0	0	0	0	0	0	0	0
Gm36983	0	0	0	0	0	0	0	0	0	0
Gm36984	0	0	0	0	0	0	0	0	0	0
Gm36985	0	1	0	0	0	0	1	0	3	0
Gm36986	0	0	0	0	0	0	0	0	0	0
Gm36987	0	0	0	0	0	0	0	0	0	0
Gm36988	0	1	0	0	0	0	0	0	0	0
Gm36989	34	23	25	9	9	30	10	20	11	15
Gm3699	95	65	82	48	30	48	68	84	60	72
Gm36990	0	0	0	0	0	0	0	0	0	0
Gm36991	0	0	0	0	0	0	0	0	0	0
Gm36992	0	0	0	0	0	0	0	1	1	0
Gm36993	0	0	0	0	0	0	0	0	0	0
Gm36994	0	0	0	0	0	0	0	0	0	0
Gm36995	3	2	2	3	1	5	3	8	3	4
Gm36996	0	0	0	0	0	0	0	0	0	0
Gm36997	0	0	0	0	0	0	0	0	0	0
Gm36998	0	0	0	0	0	0	0	0	0	0
Gm36999	5	8	7	4	1	6	6	2	14	4
Gm37000	0	0	0	0	0	0	0	0	0	0
Gm37001	0	0	0	0	0	0	0	0	0	0
Gm37002	0	0	0	0	0	0	0	0	0	0
Gm37003	0	0	0	0	0	0	0	0	0	0
Gm37004	220	202	217	54	26	67	85	53	59	143
Gm37005	0	0	0	0	0	0	0	0	0	0
Gm37006	0	0	0	0	0	0	0	0	0	0
Gm37007	0	0	0	0	0	0	0	0	0	0
Gm37008	0	0	3	2	0	0	0	0	0	1
Gm37009	21	16	27	6	4	5	7	11	7	10
Gm37010	78	73	83	50	51	93	60	63	48	61
Gm37011	0	0	0	0	0	0	0	0	0	0
Gm37012	8	0	0	1	0	0	0	2	0	0
Gm37013	0	0	0	0	0	0	0	0	0	0
Gm37014	0	0	0	0	0	0	0	0	0	0
Gm37015	0	0	0	0	0	0	0	0	0	0
Gm37016	0	0	0	0	0	0	0	0	0	0
Gm37017	0	1	1	0	0	0	0	0	0	0
Gm37018	0	0	0	0	0	0	0	0	0	0
Gm37019	13	21	8	28	17	46	34	19	19	19
Gm3702	0	0	0	0	0	0	0	0	0	0
Gm37020	0	0	0	0	0	0	0	0	0	0
Gm37021	0	0	0	0	0	0	0	0	0	0
Gm37022	0	0	0	0	0	0	0	0	0	0
Gm37023	0	0	3	0	0	0	0	1	1	0
Gm37024	1	0	0	0	0	0	0	0	0	0
Gm37025	0	1	0	0	0	0	0	0	0	0
Gm37026	0	0	0	0	0	0	0	0	0	0
Gm37027	0	0	0	0	0	0	0	0	0	0
Gm37028	0	0	0	0	0	0	0	0	0	0
Gm37029	0	0	0	0	0	0	0	0	0	0
Gm37030	0	0	0	0	0	0	0	0	0	0
Gm37031	0	0	0	0	0	0	0	0	0	0
Gm37032	0	0	0	0	0	0	0	0	0	0
Gm37033	299	140	289	243	144	310	217	228	232	199
Gm37035	0	1	3	0	0	0	0	0	2	4
Gm37036	0	1	0	2	0	1	0	3	1	0
Gm37037	0	0	0	0	0	0	0	0	0	0
Gm37039	27	22	20	9	19	31	17	2	13	8
Gm37040	0	0	0	0	0	0	0	0	0	0
Gm37041	0	0	0	0	0	0	0	0	0	0
Gm37042	14	6	18	6	2	2	8	15	10	13
Gm37043	0	0	0	0	0	0	0	0	0	0
Gm37044	0	0	0	0	0	0	0	0	0	0
Gm37045	15	8	5	8	7	13	11	4	9	7
Gm37047	0	0	0	0	0	0	0	0	0	0
Gm37048	0	0	0	0	0	0	0	0	0	0
Gm37049	0	0	0	0	0	0	0	0	1	0
Gm37050	0	0	1	0	0	0	0	0	0	0
Gm37051	0	0	0	0	0	0	0	0	0	0
Gm37052	4	13	23	4	7	7	16	13	7	29
Gm37053	45	32	22	13	19	81	87	16	23	59
Gm37054	0	0	0	0	0	0	0	0	0	0
Gm37055	0	0	0	0	0	0	0	0	0	0
Gm37056	0	0	0	0	0	0	0	0	0	0
Gm37057	0	0	0	0	0	0	0	0	0	0
Gm37058	0	0	0	0	0	0	0	0	0	0
Gm37059	0	0	0	0	0	0	0	0	0	0
Gm37060	7	7	33	6	2	8	13	0	9	7
Gm37061	0	0	0	0	0	0	0	0	0	0
Gm37062	0	11	11	0	1	1	2	0	1	2
Gm37063	0	0	0	0	0	0	0	0	0	0
Gm37064	0	0	0	0	0	0	0	0	0	0
Gm37065	33	31	13	20	10	17	19	7	8	12
Gm37066	0	0	0	0	0	0	0	0	0	0
Gm37067	0	0	0	0	0	0	0	0	0	0
Gm37068	0	0	0	0	0	1	2	0	0	0
Gm37069	1	1	6	6	2	9	7	1	17	17
Gm37070	1	1	4	0	0	0	0	0	0	1
Gm37071	0	0	0	0	0	0	0	0	0	0
Gm37072	1	1	0	0	1	0	0	0	0	3
Gm37073	3	0	0	0	0	0	0	2	0	0
Gm37074	1	0	0	0	0	0	0	1	0	0
Gm37075	0	0	0	0	0	0	0	0	0	0
Gm37076	0	0	0	0	0	0	0	0	0	0
Gm37077	0	0	0	0	0	0	0	0	0	0
Gm37078	3	1	0	0	0	0	1	0	0	0
Gm37079	0	0	0	0	0	0	0	0	0	0
Gm37080	8	3	11	3	6	8	5	2	3	2
Gm37081	0	0	0	0	0	0	0	0	0	0
Gm37082	12	15	13	3	10	10	7	6	4	2
Gm37083	4	11	4	1	0	0	1	1	0	0
Gm37084	18	34	12	26	10	17	39	26	52	18
Gm37085	0	0	0	0	0	0	0	0	0	0
Gm37086	0	0	0	0	0	0	0	0	0	0
Gm37087	0	0	0	0	0	0	0	0	0	0
Gm37088	0	1	4	0	2	0	0	1	0	0
Gm37089	0	0	0	0	0	0	0	0	0	0
Gm37090	10	9	6	8	8	8	10	2	4	9
Gm37091	0	0	0	0	0	0	0	0	0	0
Gm37092	0	0	0	0	0	0	0	0	0	0
Gm37093	0	0	0	0	0	0	0	0	0	0
Gm37094	0	0	0	0	0	0	0	0	0	0
Gm37095	0	0	0	0	0	0	0	0	0	0
Gm37096	0	0	0	0	0	0	0	0	0	0
Gm37097	0	0	0	0	0	0	0	0	0	0
Gm37098	1	0	0	0	0	0	0	0	0	0
Gm37099	0	0	0	0	0	0	0	0	0	0
Gm371	1	0	0	2	0	0	0	0	0	0
Gm37100	0	0	0	0	0	0	0	0	0	0
Gm37101	21	55	61	25	24	20	46	74	43	43
Gm37102	0	0	0	0	0	0	0	0	0	0
Gm37103	0	0	0	0	0	0	0	0	0	0
Gm37104	0	0	0	0	0	0	0	0	0	0
Gm37105	6	8	11	5	0	3	0	1	2	7
Gm37106	0	0	10	0	1	2	0	3	0	0
Gm37107	0	0	0	0	0	0	0	0	0	0
Gm37108	1	0	0	0	1	0	0	1	0	0
Gm37109	2	0	1	0	1	2	1	4	2	0
Gm37110	0	1	0	0	0	0	0	0	0	0
Gm37111	0	0	0	0	0	0	0	0	0	0
Gm37112	0	0	0	0	0	0	0	0	0	0
Gm37113	0	0	0	0	0	0	0	0	0	0
Gm37114	0	0	0	0	0	0	0	0	0	0
Gm37115	12	2	15	2	4	13	15	17	16	3
Gm37116	3	1	1	0	1	1	0	6	3	1
Gm37117	0	0	0	0	0	0	0	0	0	0
Gm37118	0	0	0	0	0	0	0	0	0	0
Gm37119	0	0	0	0	0	0	0	0	0	0
Gm3712	0	0	0	0	0	0	0	0	0	0
Gm37120	16	8	17	8	0	1	12	16	8	11
Gm37121	0	0	0	0	1	0	1	0	0	0
Gm37122	0	0	0	0	0	0	0	0	0	0
Gm37123	28	40	39	33	15	48	30	30	24	27
Gm37124	20	0	7	3	3	0	11	9	11	0
Gm37125	42	41	45	36	23	64	55	53	40	42
Gm37126	0	0	0	0	0	0	2	0	0	0
Gm37127	2	0	1	1	2	1	0	14	1	10
Gm37128	0	0	0	0	0	0	0	0	0	0
Gm37129	0	0	0	0	0	0	0	0	0	0
Gm37130	0	0	0	0	0	0	0	0	0	0
Gm37131	0	0	0	0	0	0	0	0	0	0
Gm37132	3	1	3	2	2	2	5	2	3	0
Gm37133	0	0	0	0	0	0	0	0	0	0
Gm37134	0	0	0	0	0	0	0	0	0	0
Gm37135	8	1	11	1	6	4	1	1	6	4
Gm37136	0	0	0	0	0	0	0	0	0	0
Gm37137	13	3	9	5	12	17	15	2	11	16
Gm37138	0	0	0	0	0	0	0	0	0	0
Gm37139	0	0	5	1	0	0	0	5	1	1
Gm37140	1	0	0	0	0	0	0	0	0	3
Gm37141	0	0	0	0	0	0	0	0	0	0
Gm37142	0	0	0	0	0	0	0	0	0	0
Gm37143	0	0	0	0	0	0	0	0	0	0
Gm37144	6	1	4	4	0	0	1	1	3	0
Gm37145	17	15	11	11	4	17	0	0	3	4
Gm37146	0	0	0	0	0	0	0	0	0	0
Gm37147	0	0	0	0	0	0	0	0	0	0
Gm37148	0	0	0	0	0	0	0	0	0	0
Gm3715	0	0	1	0	0	0	0	0	0	0
Gm37150	0	0	0	0	0	0	0	0	0	0
Gm37151	0	0	0	0	0	0	0	0	0	0
Gm37152	2	4	4	1	0	0	0	3	1	1
Gm37153	0	0	0	0	0	0	0	0	0	0
Gm37154	0	0	0	0	1	0	1	0	0	0
Gm37155	0	0	0	0	0	0	0	0	0	0
Gm37157	0	0	0	0	0	0	0	0	0	0
Gm37158	0	0	0	0	0	0	0	0	0	0
Gm37159	10	14	1	0	0	0	8	20	3	2
Gm3716	0	0	0	0	0	0	0	0	0	1
Gm37160	0	0	0	2	2	6	0	9	1	0
Gm37161	0	0	0	0	0	0	0	0	0	0
Gm37162	0	0	0	0	0	0	0	0	0	0
Gm37163	3	6	15	2	4	0	7	5	5	17
Gm37164	7	5	3	1	1	2	1	2	1	4
Gm37165	0	0	0	0	0	0	0	0	0	0
Gm37166	0	0	0	1	2	1	0	0	0	0
Gm37167	0	0	0	0	0	0	0	0	0	0
Gm37168	0	3	0	0	0	1	0	3	3	1
Gm37169	128	124	89	93	61	197	104	43	51	121
Gm37170	13	13	13	8	9	11	7	6	7	3
Gm37171	0	0	0	0	0	0	0	0	0	0
Gm37172	0	0	0	0	0	0	0	0	0	0
Gm37173	0	0	0	0	0	0	0	0	0	0
Gm37174	25	11	10	10	8	20	26	15	12	20
Gm37175	0	0	0	0	0	0	0	0	0	0
Gm37176	28	35	6	13	5	17	21	5	0	6
Gm37177	0	0	0	0	0	0	0	0	0	0
Gm37178	0	0	0	0	0	0	0	0	0	0
Gm37179	0	0	0	0	0	0	0	0	0	0
Gm37180	0	0	0	0	0	0	0	0	0	0
Gm37181	0	0	0	0	0	0	0	0	0	2
Gm37183	18	16	9	18	14	12	12	15	5	9
Gm37184	0	0	0	0	0	0	0	0	0	0
Gm37185	0	0	0	0	0	0	0	0	0	0
Gm37186	1	5	0	2	0	5	1	0	0	5
Gm37187	0	0	0	0	0	0	0	0	0	0
Gm37189	0	0	0	0	0	0	0	0	0	0
Gm37190	0	0	0	0	0	0	0	0	0	0
Gm37191	0	0	0	0	0	0	0	0	0	0
Gm37192	0	0	0	0	0	0	0	3	0	0
Gm37193	0	0	0	0	0	0	0	0	0	0
Gm37194	7	10	14	3	0	2	8	4	0	11
Gm37195	0	0	0	0	0	0	0	0	0	0
Gm37196	0	0	0	0	0	0	0	0	0	0
Gm37197	0	0	0	0	0	0	0	0	0	0
Gm37198	18	92	12	19	15	19	23	13	9	21
Gm37199	0	0	1	0	0	0	0	0	0	0
Gm37200	0	0	0	0	0	0	0	0	0	0
Gm37201	0	0	0	0	0	0	0	0	0	1
Gm37202	0	0	0	0	0	0	0	0	0	0
Gm37203	0	0	0	0	0	0	0	0	0	0
Gm37204	30	17	38	22	12	26	19	48	43	20
Gm37205	0	0	0	1	0	0	0	0	0	8
Gm37206	0	0	0	0	0	0	0	0	0	0
Gm37207	0	0	0	0	0	0	0	0	0	0
Gm37209	0	0	0	0	0	0	0	0	0	0
Gm37210	0	0	0	0	0	0	0	0	0	0
Gm37211	0	0	0	0	0	0	0	0	0	0
Gm37212	6	8	0	14	4	8	4	5	6	11
Gm37213	0	0	0	0	0	0	0	0	0	0
Gm37214	0	0	0	0	0	0	0	0	0	0
Gm37215	53	37	39	37	17	39	24	22	14	25
Gm37216	0	0	0	0	0	0	5	0	0	0
Gm37217	0	0	0	0	0	0	0	0	0	0
Gm37218	0	0	0	0	0	0	0	0	0	0
Gm37219	0	2	0	1	0	0	0	0	0	0
Gm37220	0	0	0	0	0	0	0	0	0	0
Gm37221	0	0	1	0	0	0	0	0	1	0
Gm37222	0	0	0	0	0	0	0	0	0	0
Gm37223	0	0	0	0	0	0	0	0	0	0
Gm37224	0	0	0	0	0	0	0	0	0	0
Gm37225	0	0	0	0	0	0	0	0	0	0
Gm37226	0	8	1	1	2	3	3	0	1	3
Gm37227	0	0	0	0	0	0	0	0	0	0
Gm37228	0	0	0	0	0	0	1	0	0	0
Gm37229	0	0	0	0	0	0	1	3	0	0
Gm37230	0	0	0	0	0	0	0	0	0	0
Gm37231	0	0	0	0	0	0	0	0	0	0
Gm37232	0	0	0	0	0	0	0	0	0	0
Gm37233	6	27	34	14	16	30	27	16	16	4
Gm37234	0	0	0	0	0	0	0	0	0	0
Gm37235	0	0	0	0	0	0	0	0	0	0
Gm37236	0	0	0	0	0	0	0	0	0	0
Gm37237	0	0	0	0	0	0	0	0	0	0
Gm37238	19	15	24	20	6	32	18	14	23	11
Gm37239	0	0	1	1	0	0	1	1	0	0
Gm3724	3	2	2	1	0	1	1	3	1	1
Gm37240	0	2	0	0	0	0	0	0	0	0
Gm37241	0	0	0	0	0	0	0	0	0	0
Gm37242	4	8	7	3	1	0	6	5	1	2
Gm37243	0	0	0	0	0	0	0	0	0	0
Gm37244	0	0	0	0	0	0	0	0	0	0
Gm37245	0	0	0	0	0	0	0	0	0	0
Gm37246	0	0	0	0	0	0	0	0	0	0
Gm37247	0	0	0	0	0	0	0	0	0	0
Gm37248	131	100	124	83	46	99	86	32	49	75
Gm37249	3	2	1	3	1	0	3	11	2	3
Gm37250	0	0	0	2	1	0	0	7	0	0
Gm37252	0	0	0	0	0	0	0	0	0	0
Gm37253	0	0	0	0	0	0	0	0	0	0
Gm37254	147	188	109	89	72	155	108	87	87	104
Gm37255	89	65	106	38	21	42	41	76	59	45
Gm37256	0	0	2	0	0	0	1	0	0	0
Gm37257	0	0	0	0	0	0	0	0	0	0
Gm37258	0	0	0	0	0	0	0	0	0	0
Gm37259	3	5	5	2	1	4	0	4	3	5
Gm3726	0	0	0	0	0	0	0	0	0	0
Gm37260	0	0	0	0	0	0	0	0	0	0
Gm37261	0	0	0	0	0	0	0	0	0	0
Gm37262	2	4	10	7	5	25	11	2	10	0
Gm37263	0	0	0	0	0	0	0	0	0	0
Gm37264	0	0	0	0	0	0	0	0	0	0
Gm37265	0	0	0	0	0	0	0	4	2	0
Gm37266	4	8	12	14	3	5	5	5	1	2
Gm37267	0	0	0	0	0	0	1	9	1	0
Gm37268	0	0	0	0	0	1	0	0	0	0
Gm37269	0	0	0	0	0	0	0	0	0	0
Gm3727	0	0	0	0	0	0	0	0	0	0
Gm37270	0	0	0	0	0	0	0	0	0	0
Gm37272	0	0	0	0	0	0	0	0	0	0
Gm37273	0	0	0	0	0	0	0	0	0	0
Gm37274	65	52	35	39	33	43	28	42	35	59
Gm37275	0	0	0	0	0	0	0	0	0	0
Gm37277	2	2	3	0	1	0	4	0	5	0
Gm37278	0	0	0	0	0	0	0	0	0	0
Gm37279	0	0	0	0	0	0	0	0	0	0
Gm37280	0	0	0	0	0	0	0	0	0	0
Gm37281	0	0	0	0	0	0	0	0	0	0
Gm37282	0	0	0	0	0	0	0	0	0	0
Gm37283	0	0	2	0	0	0	2	3	1	1
Gm37284	0	0	0	1	2	0	0	3	0	0
Gm37285	2	2	3	1	4	2	5	0	6	0
Gm37286	0	0	0	0	0	0	0	0	0	0
Gm37287	0	0	0	0	0	0	0	0	0	0
Gm37288	0	0	0	0	0	0	0	0	0	0
Gm37289	37	36	44	32	13	31	48	26	13	44
Gm37290	0	0	0	0	0	0	0	0	0	0
Gm37291	0	0	0	0	0	0	0	0	0	0
Gm37292	5	2	3	0	0	5	0	2	3	9
Gm37293	0	0	0	0	0	0	0	0	0	0
Gm37294	0	3	0	1	0	0	0	0	0	1
Gm37295	0	0	0	0	0	0	0	0	0	0
Gm37296	0	0	0	0	0	0	0	0	0	0
Gm37297	3	11	9	2	0	4	3	13	6	11
Gm37298	2	19	23	7	2	8	3	6	3	0
Gm37299	0	0	0	0	0	0	0	0	0	0
Gm37300	0	0	0	0	0	0	0	0	0	0
Gm37301	0	0	0	0	0	0	0	0	0	0
Gm37302	0	0	0	0	0	0	0	0	0	0
Gm37303	1	2	1	0	1	1	2	6	2	2
Gm37304	0	0	0	0	0	0	0	0	0	0
Gm37305	65	40	59	58	22	49	28	34	12	54
Gm37306	0	1	0	0	0	0	1	0	0	1
Gm37307	0	3	0	0	1	2	1	2	3	1
Gm37308	0	0	0	0	0	0	0	0	0	0
Gm37309	43	16	36	1	10	48	28	29	13	18
Gm37310	0	0	0	0	0	0	0	0	0	0
Gm37311	0	0	0	0	0	0	0	0	0	0
Gm37312	0	0	0	0	0	0	0	0	0	0
Gm37313	0	0	0	0	0	0	4	1	0	0
Gm37314	0	0	0	0	1	4	5	0	0	0
Gm37315	0	0	0	0	0	0	0	0	0	0
Gm37317	0	0	0	0	0	0	0	1	0	0
Gm37318	0	0	0	0	0	0	0	0	0	0
Gm37319	0	0	0	0	0	0	0	0	0	0
Gm37320	7	12	0	0	1	8	5	1	3	0
Gm37321	2	2	0	1	0	4	7	0	0	4
Gm37322	0	0	0	0	0	0	0	0	0	0
Gm37323	0	0	0	0	0	0	0	0	0	0
Gm37324	0	0	0	0	0	0	0	0	0	0
Gm37325	0	0	0	0	0	0	0	0	0	0
Gm37326	0	0	0	0	0	0	0	0	0	0
Gm37327	0	0	0	0	0	0	0	0	0	0
Gm37328	2	8	6	4	5	6	9	0	1	6
Gm37329	0	0	0	0	0	0	0	0	0	0
Gm37330	0	0	0	0	0	0	0	0	0	0
Gm37331	0	0	0	0	0	0	0	0	0	0
Gm37332	0	0	0	0	0	0	0	0	0	0
Gm37333	0	3	1	0	0	2	0	0	0	0
Gm37334	7	3	11	6	3	3	2	1	0	1
Gm37335	0	0	0	0	0	0	0	0	0	0
Gm37336	0	0	0	0	0	0	1	0	0	2
Gm37337	0	0	0	0	0	0	0	0	0	0
Gm37338	0	0	0	0	0	0	0	0	0	0
Gm37339	10	3	1	0	1	0	0	2	0	0
Gm37340	0	0	0	0	0	0	0	0	0	0
Gm37341	0	0	0	0	0	0	0	0	0	0
Gm37342	6	0	0	0	0	0	0	0	0	0
Gm37343	0	0	0	0	0	0	0	0	0	0
Gm37344	0	0	0	0	0	0	0	0	0	0
Gm37345	0	1	0	0	0	0	0	0	0	0
Gm37346	0	0	0	0	0	0	0	0	0	0
Gm37347	0	0	0	1	0	0	0	5	2	0
Gm37348	0	0	0	0	0	0	0	0	0	0
Gm37349	19	21	21	33	16	30	21	18	18	16
Gm37350	0	0	0	0	0	0	0	0	0	0
Gm37352	29	47	43	9	11	22	26	33	30	15
