Gene	L10.D8.Tox.WT5.Tim3n_S10	L12.D8.Tox.KO1.Tim3n_S12	L14.D8.Tox.KO2.Tim3n_S14	L16.D8.Tox.KO3.Tim3n_S1	L18.D8.Tox.KO4.Tim3n_S3	L20.D8.Tox.KO5.Tim3n_S5	L2.D8.Tox.WT1.Tim3n_S2	L4.D8.Tox.WT2.Tim3n_S4	L6.D8.Tox.WT3.Tim3n_S6	L8.D8.Tox.WT4.Tim3n_S8
Gm46436	11	17	9	7	7	19	6	8	12	11
Gm4644	0	0	0	0	0	0	0	0	0	0
Gm4651	0	0	0	0	0	1	0	0	0	0
Gm4654	2	3	6	3	2	4	1	1	3	1
Gm4657	0	0	0	0	0	0	0	0	0	0
Gm4660	0	0	0	0	0	0	0	0	0	0
Gm4665	0	0	0	0	0	0	0	0	0	0
Gm4668	13	18	10	17	11	20	5	32	7	3
Gm4673	56	59	88	35	43	58	32	47	27	55
Gm4675	0	0	0	0	0	0	0	0	0	0
Gm4691	6	4	5	1	3	4	1	4	5	5
Gm46992	0	0	0	0	0	0	0	0	0	0
Gm46993	0	0	0	0	0	0	0	0	0	0
Gm46994	1	0	0	0	0	0	0	0	0	0
Gm46995	0	0	0	0	0	0	0	0	0	0
Gm46996	0	0	0	0	0	0	0	1	0	0
Gm46997	0	0	0	0	0	0	0	0	0	0
Gm46998	0	0	0	0	0	0	0	0	0	0
Gm4705	0	0	0	0	0	0	0	0	0	0
Gm4707	50	59	62	61	60	73	43	49	41	56
Gm4714	0	0	0	0	0	0	0	0	0	0
Gm4724	5	5	4	5	3	5	4	3	0	9
Gm4725	0	0	0	0	0	0	0	0	0	0
Gm4726	0	0	0	0	0	0	0	0	0	0
Gm4732	0	0	0	0	0	0	0	0	0	0
Gm4734	9	26	7	5	5	7	4	12	1	17
Gm4735	5	3	4	6	5	7	4	4	4	3
Gm4736	0	0	0	0	0	0	0	0	0	0
Gm4737	7	12	8	5	1	4	1	1	2	2
Gm4739	155	193	237	212	167	315	155	174	157	157
Gm4742	0	1	0	0	1	0	0	0	0	1
Gm4744	0	0	0	0	0	0	0	0	0	0
Gm4746	0	0	0	0	0	0	0	0	0	0
Gm4750	0	1	0	0	0	0	0	0	0	0
Gm4751	0	0	0	1	0	0	0	0	0	0
Gm4753	0	0	0	0	0	0	0	0	0	0
Gm4754	9	10	14	3	5	5	4	8	4	6
Gm4755	0	0	2	0	0	0	0	0	0	0
Gm4756	0	0	0	0	0	0	0	0	0	0
Gm4758	0	0	1	0	0	0	0	0	0	0
Gm4759	2032	2157	1663	2346	2808	3883	3968	3642	2727	1805
Gm4760	1	0	0	0	2	2	1	3	0	0
Gm4761	2	8	1	16	13	15	1	3	2	1
Gm4763	0	0	0	0	0	0	0	0	0	0
Gm4764	0	0	0	0	0	1	0	0	0	0
Gm4767	0	0	0	0	0	0	0	0	0	0
Gm4768	0	0	0	0	0	0	0	0	0	0
Gm4772	0	0	0	0	0	0	0	0	0	0
Gm4773	0	0	0	0	0	0	0	0	0	0
Gm4775	0	0	0	0	0	0	0	1	0	0
Gm4778	0	0	0	0	0	0	0	0	0	0
Gm4779	1	0	3	0	0	0	0	0	0	0
Gm4780	0	0	0	1	1	2	0	0	0	0
Gm4781	0	0	0	0	0	0	0	0	0	0
Gm4782	0	0	0	0	0	0	0	0	0	0
Gm4784	1	0	0	1	0	0	0	0	0	1
Gm4785	0	0	0	0	0	0	0	0	0	0
Gm4787	0	0	0	3	5	1	1	18	5	0
Gm4788	0	0	0	0	0	0	0	0	0	0
Gm4789	0	0	0	0	0	0	0	0	0	0
Gm4791	0	0	0	0	0	0	0	0	0	0
Gm4792	0	0	0	0	0	0	0	0	0	0
Gm4793	2	0	0	0	0	0	0	0	0	0
Gm4795	0	1	5	0	2	0	3	1	0	3
Gm4796	0	0	0	1	0	0	0	0	0	0
Gm4797	0	0	0	0	0	0	0	0	0	0
Gm4798	0	0	1	0	0	0	0	0	1	0
Gm4799	15	10	9	4	4	5	3	7	7	8
Gm4800	5	0	4	1	1	3	1	0	0	1
Gm4803	0	0	0	0	0	0	0	0	0	0
Gm4804	0	0	0	0	0	1	0	0	0	0
Gm4806	0	0	0	0	0	0	0	0	0	0
Gm4808	0	0	0	0	0	0	0	0	0	0
Gm4810	0	0	0	0	0	0	0	0	0	0
Gm4811	2	2	3	0	1	0	1	1	0	0
Gm4812	1	1	0	0	0	0	0	0	0	0
Gm4819	2	0	0	0	1	0	4	1	1	0
Gm4822	0	0	0	0	0	0	0	0	0	0
Gm4823	1	1	0	0	0	0	1	0	0	0
Gm4825	0	0	0	0	0	0	0	0	0	0
Gm4831	0	0	0	0	0	0	0	0	0	0
Gm4832	0	0	0	0	0	0	0	0	0	0
Gm4835	1	0	0	1	0	0	0	0	0	2
Gm4836	0	0	0	0	0	0	0	0	0	0
Gm4841	164	114	153	118	7	12	51	124	87	309
Gm4842	0	2	0	1	0	0	0	0	1	0
Gm4845	0	0	0	0	0	0	0	0	0	0
Gm4846	0	0	0	0	0	0	0	0	0	0
Gm4847	0	0	0	0	0	0	0	0	0	0
Gm4849	3	0	0	1	0	0	0	1	1	0
Gm4850	0	0	0	0	0	0	0	0	0	0
Gm4852	1	0	1	0	1	0	0	0	2	0
Gm4853	0	0	3	0	3	1	0	2	2	1
Gm4854	0	0	0	0	0	0	0	0	0	0
Gm4855	0	0	1	0	0	0	0	0	0	0
Gm4856	0	0	0	0	0	0	0	0	0	0
Gm4857	0	0	0	0	0	0	0	0	0	0
Gm4858	0	0	0	0	0	0	0	0	0	0
Gm4859	0	1	0	0	0	0	0	0	0	0
Gm4860	0	0	0	0	0	0	0	0	0	0
Gm4861	0	0	0	0	0	0	0	0	0	0
Gm4862	0	0	0	0	0	0	0	0	0	0
Gm4863	0	0	1	0	0	0	0	0	0	0
Gm4864	1	0	0	0	1	1	0	0	0	0
Gm4865	9	3	9	3	9	9	8	3	0	3
Gm4866	0	0	0	0	0	0	1	0	0	1
Gm4868	0	0	0	0	0	0	0	0	0	0
Gm4869	0	0	1	0	0	0	0	0	1	1
Gm4870	0	0	0	0	0	0	0	0	0	0
Gm4871	0	0	0	0	0	0	0	0	0	0
Gm4872	0	0	0	0	0	0	0	0	0	0
Gm4873	2	0	0	0	0	0	0	0	0	1
Gm4874	1	1	1	1	0	1	0	2	0	0
Gm4875	1	2	5	1	1	1	0	1	0	0
Gm4876	5	0	0	5	1	3	17	3	0	0
Gm4877	0	0	0	0	0	0	0	0	0	0
Gm4879	0	4	3	0	2	3	3	0	0	0
Gm4880	0	0	0	1	0	0	0	0	2	0
Gm4881	1	0	0	0	0	0	1	0	0	0
Gm4883	0	0	0	0	0	0	0	0	0	0
Gm4884	0	0	0	0	0	0	0	0	0	0
Gm4886	0	0	0	0	0	0	0	0	0	0
Gm4887	0	0	1	0	0	1	0	2	0	0
Gm4889	0	0	0	0	0	0	1	0	0	1
Gm4890	13	35	49	29	21	35	28	34	6	28
Gm4891	0	0	0	0	0	0	0	0	0	0
Gm4894	0	0	0	0	0	0	0	0	0	0
Gm4895	2	4	4	1	1	2	2	2	1	4
Gm4898	0	0	0	0	0	0	0	0	0	0
Gm4899	0	0	0	0	0	1	0	0	0	0
Gm4900	2	2	3	3	1	4	1	2	3	1
Gm4903	0	0	0	0	0	0	0	0	0	0
Gm4904	0	0	0	0	0	0	0	0	0	0
Gm4907	0	0	0	0	0	0	0	0	0	0
Gm4908	0	0	0	0	0	1	0	0	0	0
Gm4909	0	0	0	0	0	0	0	0	0	0
Gm4910	0	0	0	0	0	0	0	0	0	0
Gm4911	0	0	0	0	0	0	0	0	0	0
Gm4912	0	0	0	0	0	0	0	0	0	0
Gm4913	0	0	0	0	0	0	0	0	0	0
Gm4914	0	0	0	0	0	0	0	0	0	0
Gm4915	0	0	0	0	0	0	0	0	0	0
Gm4916	0	0	0	0	0	0	0	0	0	0
Gm4917	0	0	0	0	0	0	0	0	0	0
Gm4918	0	0	0	0	0	0	0	0	1	0
Gm4919	0	0	1	0	0	0	0	1	0	0
Gm4921	0	0	0	0	0	0	1	0	0	0
Gm4922	0	0	0	0	0	0	0	0	0	0
Gm4924	87	76	69	57	122	122	113	108	104	50
Gm4925	5	6	5	21	0	8	14	11	8	5
Gm4926	0	0	0	0	0	0	0	0	0	0
Gm4927	0	0	0	0	0	0	0	0	0	0
Gm4928	3	1	2	1	1	1	2	5	2	0
Gm4929	0	1	0	0	0	0	0	1	0	1
Gm4930	0	0	0	0	0	0	1	0	0	0
Gm4935	0	0	0	0	0	0	0	1	0	0
Gm4943	0	0	0	0	0	0	0	0	0	0
Gm4945	0	0	0	0	0	0	0	0	0	0
Gm4950	1	3	7	0	0	0	0	4	2	1
Gm4951	1949	1503	1805	1305	330	118	612	2496	1933	4365
Gm4952	0	0	0	0	0	3	0	0	0	0
Gm4953	7	9	10	1	3	5	3	3	7	2
Gm4954	0	0	0	0	0	0	0	0	0	0
Gm4956	79	39	133	35	22	50	68	58	26	23
Gm4959	0	0	0	0	1	0	0	0	0	0
Gm4960	0	0	0	0	0	0	0	0	0	2
Gm4961	2	4	13	7	0	0	4	2	0	0
Gm4962	0	0	0	0	0	0	0	0	0	0
Gm4963	0	1	0	0	0	0	0	0	0	0
Gm4968	1	0	1	0	1	1	0	0	0	1
Gm4969	3	6	4	0	2	8	1	7	5	0
Gm4971	0	0	0	0	0	0	0	0	0	0
Gm4972	0	0	0	0	1	0	1	0	0	0
Gm4973	1	1	0	0	0	0	5	0	0	1
Gm4974	0	0	0	0	0	0	0	0	0	0
Gm4977	3	9	5	1	1	4	3	0	0	1
Gm4978	1	0	1	1	0	0	0	2	0	0
Gm498	0	0	0	0	0	0	0	0	0	0
Gm4981	0	0	0	0	0	0	0	0	0	0
Gm4982	0	0	0	0	0	0	0	0	0	0
Gm4984	0	5	1	3	0	2	0	0	0	0
Gm4985	0	0	0	0	0	0	0	0	0	0
Gm4986	0	0	1	0	0	0	0	0	0	0
Gm4987	4	5	4	2	1	2	4	2	6	6
Gm4989	0	0	0	0	0	0	0	0	0	0
Gm4991	0	0	1	0	0	0	0	0	0	0
Gm4992	1	2	0	2	0	1	1	0	0	1
Gm4993	0	0	0	0	0	0	0	0	0	0
Gm4994	0	0	0	0	0	0	0	0	0	0
Gm4995	0	0	0	0	0	0	0	0	0	0
Gm4996	0	0	0	0	0	0	0	0	0	0
Gm4997	2	6	8	1	4	6	1	3	1	9
Gm5	2	0	1	0	1	0	0	0	0	6
Gm5001	0	0	0	0	0	0	0	0	0	0
Gm5002	0	0	0	0	0	0	0	0	0	0
Gm5010	0	0	0	0	0	0	0	0	0	0
Gm5023	0	0	0	0	0	0	0	0	0	0
Gm5027	0	0	0	0	0	0	0	0	0	0
Gm5034	0	0	0	0	0	0	0	0	0	0
Gm5035	0	0	0	0	0	0	0	0	0	0
Gm5037	2	2	0	0	0	1	0	0	0	0
Gm5039	0	0	0	0	0	0	0	0	0	0
Gm5040	1	1	2	1	0	0	0	0	1	0
Gm5043	1	0	1	0	0	0	0	0	1	0
Gm5045	1	1	1	3	3	2	0	2	3	4
Gm5046	0	3	0	0	0	0	0	0	0	0
Gm5049	3	5	13	8	4	0	7	12	5	1
Gm5050	1	0	3	0	0	0	0	0	0	1
Gm5051	0	0	0	0	0	1	0	0	0	0
Gm5053	0	0	0	0	0	2	0	0	0	0
Gm5054	0	0	0	0	0	0	0	0	0	0
Gm5055	0	0	0	0	0	0	1	0	0	0
Gm5058	0	0	0	0	0	0	0	0	0	0
Gm5060	0	0	0	0	0	0	0	0	0	0
Gm5065	0	0	0	0	0	0	0	0	0	0
Gm5066	0	0	0	0	0	0	0	0	0	0
Gm5067	0	0	0	0	0	0	0	0	0	0
Gm5069	4	0	0	4	6	5	7	11	9	19
Gm5070	0	0	0	0	0	1	0	0	0	0
Gm5071	0	0	0	0	0	0	0	0	0	0
Gm5072	0	0	0	0	0	0	0	0	0	0
Gm5073	0	0	0	0	0	0	0	0	0	0
Gm5075	4	4	2	0	0	1	0	1	2	0
Gm5080	0	0	0	0	0	0	0	0	0	0
Gm5082	0	0	0	0	0	0	0	0	0	0
Gm5083	2	0	0	0	0	0	0	0	0	0
Gm5084	0	0	0	0	0	0	0	0	0	0
Gm5086	8	12	2	0	3	0	0	14	2	20
Gm5087	0	0	0	0	0	0	0	0	0	0
Gm5089	0	0	0	0	0	0	0	0	0	0
Gm5091	0	0	0	0	0	0	0	0	0	0
Gm5092	0	0	0	0	0	1	0	0	0	0
Gm5093	0	0	1	0	0	1	0	0	0	0
Gm5096	0	0	0	0	0	0	0	0	0	0
Gm5099	2	8	6	4	0	0	0	1	5	6
Gm5100	0	0	0	0	0	0	0	0	0	0
Gm5103	4	1	5	1	12	11	3	12	1	7
Gm5105	0	0	0	0	0	0	0	0	0	0
Gm5106	11	19	11	14	9	19	9	14	11	10
Gm5108	0	0	0	0	0	0	0	0	0	0
Gm5110	0	0	0	0	0	0	0	0	0	0
Gm5111	3	9	13	10	4	7	1	5	0	7
Gm5112	18	37	47	29	15	58	21	32	20	19
Gm5113	51	54	47	67	31	28	96	59	25	40
Gm5114	0	0	0	0	0	0	0	0	0	0
Gm5116	0	0	0	0	0	0	0	0	0	0
Gm5117	0	0	0	2	0	0	0	0	0	0
Gm5118	3	0	0	0	0	0	0	0	0	0
Gm5119	0	0	2	0	0	0	0	0	1	0
Gm5120	0	1	2	0	1	0	0	1	2	1
Gm5121	9	10	3	1	0	2	3	4	3	3
Gm5122	0	0	0	0	0	0	0	0	0	0
Gm5123	0	0	0	0	0	0	0	0	0	0
Gm5124	0	0	0	1	0	1	0	0	0	1
Gm5125	0	0	0	0	0	0	0	0	0	0
Gm5127	0	0	0	0	9	23	9	29	1	0
Gm5128	0	0	0	0	0	0	0	0	0	0
Gm5129	0	1	1	0	1	1	0	1	0	0
Gm5130	0	0	0	0	0	0	0	0	0	0
Gm5131	0	0	1	0	0	1	0	0	0	0
Gm5133	0	0	0	0	0	0	0	0	0	0
Gm5134	19	11	26	6	7	25	21	22	13	51
Gm5135	0	0	0	0	0	0	0	0	0	0
Gm5136	0	0	0	0	0	1	0	0	0	0
Gm5138	0	0	0	0	0	0	0	0	0	0
Gm5139	0	1	0	0	0	1	0	0	0	0
Gm5141	74	124	181	78	78	153	52	73	57	71
Gm5142	0	0	0	0	0	0	0	0	0	0
Gm5145	0	0	1	1	0	1	0	0	0	0
Gm5147	0	0	0	0	0	0	0	0	0	0
Gm5148	0	0	0	0	0	3	0	0	0	0
Gm5149	1	11	7	4	1	7	6	9	5	1
Gm5150	145	158	152	110	39	13	57	217	190	441
Gm5152	0	4	0	0	0	0	0	0	0	0
Gm5154	0	0	0	0	0	0	0	0	0	0
Gm5155	0	0	0	0	0	0	0	0	0	0
Gm5157	0	0	0	0	0	0	0	0	0	0
Gm5159	0	0	0	0	0	0	0	0	0	0
Gm5160	0	1	1	0	0	2	0	0	1	0
Gm5161	0	0	0	0	0	0	0	0	0	0
Gm5166	0	0	0	0	0	0	0	0	0	0
Gm5168	0	0	0	0	0	0	0	0	0	0
Gm5169	0	0	0	0	0	0	0	0	0	0
Gm5171	2	1	9	4	8	2	6	2	5	5
Gm5173	3	0	2	2	2	1	0	1	1	1
Gm5174	0	0	0	0	0	0	0	0	0	0
Gm5175	0	0	0	0	0	0	0	0	0	0
Gm5176	2	0	1	2	0	4	2	0	1	2
Gm5177	1	0	0	0	0	1	1	2	0	0
Gm5178	0	0	0	0	0	0	0	0	0	0
Gm5181	0	1	0	0	0	0	0	0	0	0
Gm5182	0	0	1	0	1	1	0	0	1	0
Gm5183	0	0	0	0	0	0	0	0	0	0
Gm5184	0	0	0	0	0	0	0	0	1	1
Gm5185	1	0	0	0	0	0	0	0	0	0
Gm5186	0	0	0	0	0	0	0	0	0	0
Gm5187	0	0	0	1	1	1	0	1	0	0
Gm5189	0	0	0	0	0	0	0	0	0	0
Gm5190	0	0	0	0	0	0	0	0	0	1
Gm5191	0	2	1	1	1	2	1	2	0	1
Gm5194	0	0	0	0	0	0	0	0	0	0
Gm5205	0	0	0	1	0	0	0	0	0	0
Gm5210	0	0	1	1	1	0	0	0	0	0
Gm5215	0	0	0	0	0	0	0	0	0	0
Gm5218	0	0	0	0	0	0	0	0	0	0
Gm5224	0	0	0	0	0	0	0	0	0	0
Gm5225	0	0	0	0	0	0	0	0	0	0
Gm5228	2	3	2	7	3	2	4	12	11	7
Gm5229	0	0	0	0	0	0	0	0	0	0
Gm5239	0	0	2	0	1	0	0	0	0	0
Gm5244	0	0	2	3	0	2	3	0	0	0
Gm5248	1	0	0	0	0	0	0	0	0	0
Gm525	5	1	5	1	2	0	0	0	1	5
Gm5250	0	0	0	0	0	0	0	0	0	0
Gm5251	0	0	0	0	0	0	0	0	0	0
Gm5252	0	0	0	0	0	0	0	0	0	0
Gm5253	0	0	0	0	0	0	0	0	0	0
Gm5254	0	0	0	0	0	0	0	0	0	0
Gm5255	0	0	0	0	0	0	0	0	0	0
Gm5256	0	0	1	0	0	0	0	0	1	0
Gm5257	0	0	0	0	0	0	0	0	1	0
Gm5258	0	0	0	0	0	0	0	0	0	0
Gm5259	0	0	0	0	0	0	0	0	0	0
Gm5260	0	0	0	0	0	0	0	0	0	0
Gm5261	0	0	0	0	1	0	0	0	0	0
Gm5262	1	1	0	1	0	1	0	1	0	0
Gm5263	0	1	0	0	0	0	0	1	0	0
Gm5264	0	0	0	0	0	0	0	0	0	1
Gm5265	0	0	0	0	0	0	0	0	0	0
Gm5266	0	0	0	0	0	0	0	0	0	0
Gm5267	0	0	0	0	0	0	0	0	0	0
Gm5268	0	0	0	0	0	0	0	0	0	0
Gm5269	0	0	1	0	0	0	0	0	0	0
Gm527	20	38	20	3	23	38	6	10	20	11
Gm5270	0	2	1	0	0	1	0	0	0	0
Gm5272	0	0	1	0	0	1	0	0	0	0
Gm5274	0	0	1	0	0	0	0	0	0	0
Gm5276	0	1	1	0	0	0	1	1	0	0
Gm5277	0	0	0	0	0	0	0	0	0	0
Gm5278	0	0	1	0	0	0	0	2	0	0
Gm5279	1	0	0	0	0	0	0	5	0	0
Gm5281	11	7	13	0	0	2	0	1	7	16
Gm5283	0	0	0	0	0	0	0	0	0	0
Gm5284	0	0	0	0	0	0	0	0	0	0
Gm5285	0	0	0	0	0	0	0	0	0	0
Gm5286	0	0	0	0	0	0	0	0	0	0
Gm5287	0	0	0	0	0	0	0	0	0	0
Gm5288	0	0	0	0	0	0	0	0	0	0
Gm5291	0	0	0	0	0	0	0	0	0	0
Gm5292	6	0	3	0	0	5	3	0	0	2
Gm5294	0	0	0	0	0	0	0	0	0	0
Gm5297	0	0	0	0	0	3	0	1	0	0
Gm5298	2	0	0	0	0	0	0	1	1	0
Gm53	0	0	0	0	0	0	0	0	0	0
Gm5300	0	1	0	0	0	0	1	0	4	0
Gm5302	0	0	0	0	0	0	0	0	0	0
Gm5303	0	0	0	0	0	5	0	0	0	0
Gm5305	1	0	0	0	0	0	0	1	0	0
Gm5306	0	0	0	0	0	0	0	0	0	0
Gm5307	0	0	0	0	0	0	0	0	0	0
Gm5308	2	0	0	0	0	0	0	0	0	0
Gm5309	0	0	0	0	0	0	0	0	0	0
Gm5310	0	0	0	0	0	0	0	0	0	0
Gm5311	0	0	0	1	0	0	0	0	0	0
Gm5312	0	0	2	0	0	0	0	1	2	1
Gm5313	0	0	0	0	0	0	0	0	2	0
Gm5314	0	0	0	0	0	0	0	0	0	0
Gm5315	1	1	2	0	1	1	0	0	0	0
Gm5316	4	0	0	0	0	0	0	0	0	0
Gm5317	0	0	0	0	0	0	0	0	0	0
Gm5318	0	0	0	0	0	0	0	0	0	0
Gm5319	0	0	1	0	0	0	0	0	0	0
Gm5320	0	0	0	0	3	0	0	0	0	0
Gm5321	0	0	0	0	0	0	0	0	0	0
Gm5322	0	1	0	0	0	0	0	0	0	0
Gm5324	0	0	0	0	0	1	0	0	0	0
Gm5327	0	0	0	0	0	0	0	0	0	0
Gm5329	0	0	0	0	0	0	0	0	0	0
Gm5334	0	0	0	0	0	0	0	0	0	0
Gm5335	0	4	1	1	0	1	0	0	0	3
Gm5338	2	1	0	0	0	0	0	0	0	0
Gm5339	0	0	0	0	0	0	0	0	0	0
Gm5340	4	1	8	3	2	0	3	14	8	12
Gm5341	0	0	0	0	0	0	0	0	0	0
Gm5342	0	1	0	0	0	0	0	1	0	0
Gm5345	3	2	7	2	3	0	0	5	6	6
Gm5346	0	0	0	0	0	0	0	0	0	0
Gm5347	0	0	0	0	0	0	0	0	0	0
Gm5350	0	0	2	0	0	0	0	0	0	0
Gm5353	0	0	0	0	0	0	0	0	0	0
Gm5354	0	0	0	0	0	0	0	0	0	0
Gm5356	2	1	0	1	0	1	0	0	0	0
Gm5357	0	0	0	0	0	0	0	0	0	0
Gm5358	0	0	0	0	1	0	0	0	0	0
Gm5361	0	0	0	0	0	0	0	0	0	0
Gm5362	0	0	1	1	0	0	0	0	0	1
Gm5363	0	0	0	0	0	0	0	0	0	0
Gm5364	0	0	0	0	0	0	0	0	0	0
Gm5366	0	0	0	0	0	0	0	0	0	0
Gm5368	1	0	0	0	0	0	0	0	0	0
Gm5369	0	0	0	0	0	0	0	0	0	0
Gm5370	0	0	0	0	0	0	0	0	0	0
Gm5371	0	0	0	0	0	0	0	0	0	0
Gm5372	0	0	0	0	0	0	0	0	0	0
Gm5373	0	0	0	0	0	0	0	0	0	1
Gm5374	0	1	0	5	0	1	4	1	3	2
Gm5379	0	0	0	0	0	0	0	0	0	0
Gm5380	0	2	0	0	0	7	0	1	0	2
Gm5381	0	0	0	0	0	0	0	0	0	0
Gm5383	0	0	0	0	0	0	0	0	0	0
Gm5384	0	2	0	0	0	0	0	0	1	0
Gm5385	0	0	0	0	0	0	0	0	0	0
Gm5386	0	0	0	0	0	0	0	0	0	0
Gm5387	0	0	0	0	0	0	0	0	0	0
Gm5388	0	0	0	1	0	2	1	0	0	0
Gm5389	0	0	0	0	0	0	0	0	0	0
Gm5390	0	0	0	0	0	0	0	0	0	0
Gm5391	1	2	2	0	4	4	1	0	0	1
Gm5392	0	0	0	0	0	0	0	1	0	0
Gm5393	0	0	0	0	0	0	0	0	0	0
Gm5394	0	0	0	0	0	0	0	0	0	0
Gm5395	2	1	4	0	9	0	0	3	1	9
Gm5396	0	0	0	0	0	0	0	0	0	0
Gm5397	0	0	0	0	0	0	0	0	0	0
Gm5398	0	0	0	0	0	0	0	0	0	0
Gm5400	0	0	0	0	0	0	0	0	0	1
Gm5401	0	0	0	0	0	0	0	0	0	0
Gm5402	0	0	0	0	0	0	0	0	0	0
Gm5403	0	0	0	0	1	0	0	0	0	0
Gm5405	0	0	0	0	0	0	0	0	0	0
Gm5406	0	0	0	0	0	1	0	0	0	0
Gm5407	0	0	0	0	0	0	0	0	0	0
Gm5408	0	0	0	0	0	0	0	0	0	0
Gm5409	0	0	0	0	0	0	0	0	0	0
Gm5414	0	0	0	0	0	0	0	0	0	0
Gm5415	0	0	0	0	0	0	0	0	0	0
Gm5416	0	0	2	0	0	0	0	2	2	2
Gm5417	2	0	2	1	0	1	3	0	0	0
Gm5418	0	0	0	0	0	0	0	0	0	0
Gm5419	0	1	0	0	0	0	0	0	0	0
Gm5420	0	0	0	0	0	0	0	0	0	0
Gm5421	2	5	8	3	2	3	2	1	0	1
Gm5422	22	17	17	9	10	15	11	9	5	9
Gm5424	3	0	0	0	0	0	2	0	1	3
Gm5425	2	4	1	0	1	2	1	1	0	2
Gm5426	0	0	0	0	0	0	0	0	0	0
Gm5427	0	0	0	0	0	0	0	0	0	0
Gm5430	1	4	1	1	1	0	1	2	0	3
Gm5431	486	228	397	232	63	26	197	720	532	1091
Gm5432	3	1	10	1	2	10	5	5	4	1
Gm5434	1	1	0	0	0	0	7	0	0	0
Gm5435	0	0	0	0	0	0	0	0	0	0
Gm5436	51	59	53	20	13	21	11	21	12	14
Gm5441	0	0	0	0	0	0	0	0	2	0
Gm5442	0	0	0	0	0	0	0	0	0	0
Gm5444	0	0	0	0	0	0	0	0	0	0
Gm5445	17	8	9	4	6	8	14	4	6	7
Gm5446	1	1	0	3	3	2	0	0	2	0
Gm5447	1	1	2	2	1	5	4	0	7	4
Gm5449	0	0	0	0	0	0	0	0	1	0
Gm5451	0	0	0	0	0	0	0	0	0	0
Gm5453	4	2	10	7	2	2	8	5	5	0
Gm5454	0	0	1	0	0	0	1	2	0	0
Gm5455	0	0	0	0	0	0	0	0	0	0
Gm5456	0	0	0	0	1	0	0	0	0	0
Gm5457	0	1	0	0	0	0	0	0	0	0
Gm5458	0	0	0	0	0	0	0	0	0	0
Gm5459	4	2	9	5	7	5	2	7	4	7
Gm5460	0	0	0	0	0	0	0	0	0	0
Gm5464	15	12	8	38	9	19	26	6	12	26
Gm5466	0	0	1	1	1	4	0	4	0	0
Gm5468	0	0	0	0	0	0	0	0	0	0
Gm5471	0	0	0	0	0	0	0	0	0	0
Gm5472	0	0	0	0	0	1	0	0	0	0
Gm5473	1	0	0	0	0	1	0	0	0	1
Gm5475	1	2	1	5	0	0	1	0	7	1
Gm5478	0	0	0	0	0	0	0	0	0	0
Gm5479	0	0	0	0	0	0	0	0	0	0
Gm5483	40	26	84	56	10	5	0	39	144	119
Gm5485	0	0	0	0	0	0	0	0	0	0
Gm5493	1	0	1	0	0	0	0	0	0	0
Gm5499	7	6	7	0	1	0	2	3	2	1
Gm5501	0	0	0	0	0	0	0	0	0	0
Gm5507	0	1	0	1	0	3	1	2	2	2
Gm5510	1	2	1	0	0	1	0	0	0	1
Gm5511	46	41	10	43	54	59	78	82	38	32
Gm5512	1	4	3	9	1	8	9	4	7	5
Gm5513	2	4	4	1	0	1	0	0	1	1
Gm5514	0	0	0	0	0	0	1	0	2	0
Gm5518	2	0	3	0	0	1	2	0	0	0
Gm5519	0	0	0	0	0	0	0	0	0	0
Gm5522	0	0	0	0	0	0	0	0	0	0
Gm5523	0	4	4	6	3	4	1	3	1	1
Gm5524	0	0	0	1	0	1	0	0	0	0
Gm5525	12	13	9	0	1	5	0	1	3	5
Gm5526	7	6	7	13	5	20	2	6	6	3
Gm5527	3	0	0	1	3	0	0	1	0	0
Gm5528	0	0	0	0	0	0	0	1	1	1
Gm5529	1	1	1	1	0	2	1	0	2	1
Gm553	2	0	3	3	2	7	2	4	2	0
Gm5530	0	1	0	2	1	0	1	0	0	0
Gm5532	5	12	6	0	7	10	3	2	9	1
Gm5533	27	33	18	24	11	57	41	15	34	9
Gm5535	31	7	33	9	3	0	6	15	13	24
Gm5537	0	0	0	0	0	0	0	0	0	0
Gm5538	0	0	0	0	0	0	0	0	0	2
Gm5539	0	0	0	0	0	0	0	1	0	0
Gm5540	1	2	0	1	1	0	0	3	0	1
Gm5541	0	0	0	0	0	0	0	0	0	0
Gm5542	0	0	0	0	0	0	0	0	0	0
Gm5543	0	0	0	0	0	0	0	0	0	0
Gm5544	33	17	13	6	6	11	1	23	11	6
Gm5546	0	0	0	0	0	0	0	0	0	0
Gm5547	469	479	519	335	230	301	364	336	261	303
Gm5548	0	0	1	0	0	0	0	0	0	0
Gm5550	0	0	0	0	0	1	0	0	0	0
Gm5551	0	0	0	0	0	0	0	0	0	0
Gm5552	0	0	0	0	0	0	1	1	0	1
Gm5554	0	0	0	0	0	0	0	0	0	0
Gm5555	6	6	5	5	0	3	2	1	6	3
Gm5558	2	2	3	3	2	0	0	1	0	0
Gm5559	2	4	1	2	1	1	0	1	2	1
Gm5560	2	4	5	4	5	2	0	4	2	1
Gm5561	0	0	2	2	0	0	0	0	0	0
Gm5564	1	0	0	0	0	0	2	0	1	3
Gm5565	0	0	0	0	0	0	0	0	0	0
Gm5566	0	0	1	0	0	1	0	0	0	0
Gm5570	0	0	0	0	0	0	0	0	0	0
Gm5575	0	0	0	0	0	0	0	0	0	0
