geneName	L21.Seq29.FA.11.WT.I	L22.Seq29.FA.11.KO.I	L23.Seq29.FA.12.WT.I	L24.Seq29.FA.12.KO.I	L25.Seq29.FA.13.WT.I	L26.Seq29.FA.13.KO.I	L27.Seq29.FA.14.WT.I	L28.Seq29.FA.14.KO.I	L29.Seq29.FA.15.WT.I	L30.Seq29.FA.15.KO.I
1700067P10Rik	0	0	0	0	0	0	0	0	0	0
1700069B07Rik	2	0	1	0	1	0	1	0	0	0
1700069L16Rik	0	0	0	0	0	0	0	0	0	0
1700069P05Rik	0	0	0	0	0	0	0	0	0	0
1700071G01Rik	0	0	0	0	0	1	0	1	1	0
1700071K01Rik	0	0	0	0	0	0	0	0	0	0
1700071M16Rik	2	0	1	0	0	0	0	2	0	0
1700072B07Rik	0	0	0	0	0	0	0	0	0	0
1700072G22Rik	0	0	0	0	0	0	0	0	0	0
1700072O05Rik	0	0	0	0	0	0	0	0	0	0
1700073E17Rik	2	0	0	1	0	0	0	0	0	0
1700074A21Rik	0	0	0	0	0	0	0	0	0	0
1700074H08Rik	0	0	0	0	0	0	0	0	0	0
1700074P13Rik	0	0	0	0	0	0	0	0	0	0
1700080E11Rik	0	0	0	0	0	0	0	0	0	0
1700080G11Rik	0	0	0	0	0	0	0	0	0	0
1700080N15Rik	0	0	0	0	0	0	0	0	1	0
1700080O16Rik	0	0	1	0	0	0	0	0	0	0
1700081B01Rik	0	0	0	0	0	0	0	0	0	0
1700081H04Rik	0	0	0	0	0	0	0	0	0	0
1700081N11Rik	0	0	1	0	0	0	0	0	0	0
1700082M22Rik	0	0	4	0	0	0	0	3	2	1
1700083H02Rik	0	0	0	0	0	0	0	0	0	0
1700084C06Rik	0	0	0	0	0	0	0	0	0	0
1700084E18Rik	14	26	10	42	22	12	35	21	13	22
1700084F23Rik	0	0	0	0	0	0	0	0	0	0
1700084J12Rik	0	0	0	0	0	0	0	0	0	0
1700084M14Rik	0	0	0	0	0	0	0	0	0	0
1700085C21Rik	0	0	0	0	0	0	0	0	0	0
1700086D15Rik	0	0	0	0	0	0	0	0	0	0
1700086L19Rik	0	0	0	0	0	0	0	0	0	0
1700086O06Rik	20	28	12	46	15	20	19	46	21	45
1700086P04Rik	0	0	0	0	1	2	1	0	0	0
1700088E04Rik	3	1	8	3	8	3	1	0	3	1
1700091H14Rik	0	0	0	0	0	0	0	0	0	0
1700092C02Rik	0	0	0	0	0	0	0	0	0	0
1700092C10Rik	0	0	0	0	0	0	0	0	0	0
1700092C17Rik	0	0	0	0	0	0	0	0	0	0
1700092E16Rik	0	0	0	0	0	0	0	0	0	0
1700092E19Rik	0	0	0	0	0	0	0	0	0	0
1700092K14Rik	0	0	0	0	0	0	0	0	0	0
1700092M07Rik	1	0	1	0	0	0	0	1	0	2
1700093J21Rik	0	0	0	0	0	0	0	0	0	0
1700093K21Rik	0	0	0	0	0	3	0	0	0	0
1700094J05Rik	0	0	0	0	0	0	0	0	0	0
1700094M23Rik	0	0	0	0	0	0	0	0	0	0
1700094M24Rik	0	0	0	0	0	0	0	0	0	0
1700095A13Rik	0	0	0	0	0	0	0	0	0	0
1700095A21Rik	0	0	0	0	0	0	0	0	0	0
1700095B10Rik	0	0	0	0	0	0	0	0	0	0
1700095J03Rik	0	0	0	0	0	0	0	0	0	0
1700095J07Rik	0	0	0	0	0	0	0	0	0	0
1700095J12Rik	0	2	1	1	0	0	6	5	3	0
1700095K22Rik	0	0	0	0	0	0	0	0	0	0
1700096J18Rik	0	0	0	0	0	0	0	0	0	0
1700096K18Rik	106	85	85	213	131	129	120	138	94	272
1700097M23Rik	0	0	0	0	0	0	0	0	0	0
1700097N02Rik	283	198	166	235	290	255	460	251	162	403
1700099I09Rik	0	0	1	0	1	0	0	0	0	0
1700100L14Rik	0	0	0	0	0	0	0	0	0	0
1700101I11Rik	0	4	2	3	1	3	13	2	0	5
1700101I19Rik	0	0	0	0	0	0	0	0	0	0
1700101O22Rik	0	0	0	0	0	0	0	0	0	0
1700102F20Rik	0	0	0	0	0	0	0	0	0	0
1700102P08Rik	14	7	11	18	12	8	11	6	2	2
1700104B16Rik	0	0	0	0	0	0	0	0	0	0
1700104L18Rik	0	0	0	0	0	0	0	0	0	0
1700105G05Rik	0	0	0	0	0	0	0	0	0	0
1700105P06Rik	2	3	5	2	4	1	2	10	4	6
1700108F19Rik	0	0	0	0	0	0	0	0	0	0
1700108J01Rik	0	0	0	0	0	0	0	0	0	0
1700108N06Rik	0	0	0	0	0	0	0	0	0	0
1700108N11Rik	0	0	0	0	0	0	0	0	0	0
1700109G14Rik	0	0	0	0	0	0	0	0	0	0
1700109G15Rik	0	0	0	0	0	0	0	0	0	0
1700109H08Rik	85	74	70	53	76	54	79	76	53	54
1700109I08Rik	0	0	0	0	0	0	0	0	0	0
1700109K24Rik	0	0	0	0	0	0	0	0	0	0
1700110C19Rik	0	5	1	0	0	0	0	0	0	0
1700110I01Rik	0	0	0	0	0	0	0	0	0	0
1700110I07Rik	0	0	0	0	0	0	0	0	0	0
1700110K17Rik	0	0	1	4	0	0	2	4	1	1
1700111E14Rik	0	0	0	0	0	0	0	0	0	0
1700111N16Rik	0	0	0	0	0	0	0	0	0	0
1700112D23Rik	0	1	0	0	1	0	0	0	0	0
1700112H15Rik	0	0	0	0	0	0	0	0	0	0
1700112J05Rik	0	0	0	0	0	0	0	0	0	0
1700112J16Rik	0	0	0	0	1	0	0	0	0	0
1700112K13Rik	0	0	0	0	0	0	0	0	0	0
1700112L15Rik	0	0	0	0	0	0	0	0	0	0
1700112M02Rik	0	0	0	0	0	0	0	0	0	0
1700113A16Rik	21	11	19	34	24	21	43	21	17	48
1700113B19Rik	0	0	0	0	0	0	0	0	0	0
1700113H08Rik	0	0	0	0	0	0	0	0	0	0
1700116B05Rik	0	0	0	0	0	0	0	0	0	0
1700119H24Rik	0	0	0	0	0	0	0	0	0	0
1700119I11Rik	0	0	0	0	0	0	0	0	0	0
1700120B22Rik	0	3	3	0	1	1	0	0	4	0
1700120C14Rik	24	27	33	32	54	33	55	67	43	48
1700120C18Rik	0	0	0	0	0	1	0	0	0	0
1700120E14Rik	0	0	0	0	0	0	0	0	0	0
1700120G07Rik	0	0	0	0	0	0	0	0	0	0
1700120G11Rik	0	0	0	0	0	0	0	0	0	0
1700120K04Rik	0	0	0	0	0	0	0	0	0	0
1700120O09Rik	0	0	0	0	0	0	0	0	0	0
1700121C08Rik	0	0	0	0	0	0	0	0	0	0
1700121L03Rik	0	0	0	0	0	0	0	0	0	0
1700121L16Rik	0	0	0	0	0	0	0	0	0	0
1700121N20Rik	0	0	0	0	0	0	0	0	0	0
1700122D07Rik	0	0	0	0	0	0	0	0	0	0
1700122E12Rik	3	15	6	8	10	0	12	11	8	7
1700122H20Rik	0	0	0	0	0	0	0	0	0	0
1700122O11Rik	0	0	0	0	0	0	0	0	0	0
1700123J17Rik	0	0	0	2	0	1	0	0	0	0
1700123K08Rik	0	0	0	0	0	0	0	0	0	0
1700123L14Rik	0	0	0	0	0	0	0	0	0	0
1700123M08Rik	9	14	4	5	12	12	4	7	5	6
1700123O12Rik	0	0	0	0	0	0	0	0	0	0
1700123O20Rik	1304	1212	1403	1375	990	1232	1539	1380	962	1661
1700123O21Rik	0	0	0	0	0	0	0	0	0	0
1700124L16Rik	2	1	0	5	1	0	1	0	0	0
1700124M09Rik	0	0	0	0	0	0	0	0	2	0
1700125G02Rik	0	0	0	0	0	0	0	0	0	0
1700125G22Rik	0	0	1	0	0	0	0	0	0	1
1700125H03Rik	0	0	0	0	0	0	0	0	0	0
1700125H20Rik	0	3	0	0	1	0	0	0	0	0
1700126A01Rik	0	0	0	0	0	0	0	0	0	0
1700126G02Rik	2	1	3	1	0	1	0	0	0	0
1700126H18Rik	0	0	0	0	0	0	0	0	0	0
1700127F24Rik	0	0	0	1	0	0	0	0	0	0
1700128A07Rik	0	0	0	0	0	1	0	0	0	0
1700128E19Rik	0	0	0	0	0	0	0	0	0	0
1700128F08Rik	0	0	0	0	0	0	0	0	0	0
1700129C05Rik	0	0	0	0	0	0	0	0	0	0
1700129L04Rik	0	0	0	0	0	0	0	0	0	0
1810006J02Rik	11	0	1	0	2	0	10	7	0	6
1810007C17Rik	0	0	0	0	0	0	0	0	0	0
1810007D17Rik	0	0	0	0	0	1	0	0	0	0
1810008B01Rik	0	1	0	1	0	4	0	0	3	2
1810008I18Rik	0	0	0	0	0	0	0	0	0	0
1810009A15Rik	8	11	4	21	11	8	14	24	26	12
1810009J06Rik	0	0	0	0	0	0	0	0	0	0
1810010D01Rik	0	0	3	0	0	0	1	0	0	0
1810010H24Rik	14	13	22	14	14	10	13	12	14	53
1810010K12Rik	0	0	0	0	0	0	0	0	0	0
1810011H11Rik	1	6	3	0	2	0	0	0	2	0
1810012K08Rik	0	0	3	0	0	0	0	0	0	2
1810012K16Rik	3	1	11	7	6	19	4	1	4	2
1810013D15Rik	0	0	0	0	0	0	0	0	0	0
1810013L24Rik	848	1018	1178	925	797	926	1004	1248	1004	1137
1810014B01Rik	62	59	41	59	54	47	83	65	49	111
1810017P11Rik	0	0	0	0	0	0	0	0	0	0
1810018F18Rik	0	0	0	0	0	0	0	0	0	0
1810019D21Rik	0	0	0	0	0	0	0	0	0	0
1810019N24Rik	5	8	12	1	10	10	11	13	1	15
1810020O05Rik	0	0	0	0	0	0	0	0	0	0
1810021B22Rik	1	0	2	5	12	6	7	1	3	10
1810022K09Rik	449	442	494	653	597	625	646	819	616	1113
1810024B03Rik	21	12	20	51	34	25	36	44	15	37
1810026B05Rik	986	964	1039	1289	1153	1068	1496	1291	1168	2156
1810030O07Rik	3061	2638	3201	2197	2269	2122	2665	2649	2124	2991
1810032O08Rik	89	90	67	100	81	87	144	76	60	121
1810034E14Rik	237	233	175	209	180	224	215	222	132	266
1810037I17Rik	1561	1629	1512	2144	1489	1627	2134	2296	1282	2549
1810041H14Rik	93	63	84	86	88	83	94	104	96	101
1810041L15Rik	0	0	1	0	1	0	0	1	2	0
1810043G02Rik	140	130	95	148	162	124	159	190	91	207
1810044D09Rik	15	14	14	15	12	26	12	17	8	23
1810046K07Rik	0	0	0	0	0	0	0	0	0	0
1810049I09Rik	0	0	0	0	0	0	0	0	0	0
1810049J17Rik	0	0	0	0	0	0	0	0	0	0
1810053B23Rik	0	0	0	0	0	0	0	0	0	0
1810055G02Rik	78	148	72	97	72	112	176	135	34	139
1810058I24Rik	1266	1039	981	1264	1093	1197	1225	1306	883	1453
1810059C17Rik	0	2	1	1	2	0	2	2	1	1
1810059H22Rik	0	0	3	1	0	0	0	0	0	0
1810062G17Rik	16	4	10	34	12	26	14	36	9	53
1810062O18Rik	24	6	17	20	13	19	27	19	20	18
1810063I02Rik	0	0	0	0	0	0	0	0	0	0
1810064F22Rik	0	1	0	0	0	0	0	0	0	0
1810065E05Rik	0	0	0	0	0	0	0	0	0	0
2010001A14Rik	45	21	29	31	42	36	44	31	17	62
2010001K21Rik	1	1	0	3	1	0	0	1	0	0
2010001M07Rik	0	0	0	0	0	0	0	0	0	0
2010003K11Rik	0	0	0	0	0	0	0	0	0	0
2010005H15Rik	1	8	0	2	0	2	5	7	1	1
2010007H06Rik	0	0	6	0	2	0	2	0	1	0
2010008C14Rik	109	80	126	102	112	108	143	93	96	122
2010009K17Rik	1	2	0	3	0	1	0	1	0	0
2010010A06Rik	0	0	0	0	0	0	0	1	0	0
2010013B24Rik	0	1	3	0	0	0	0	0	0	0
2010015M23Rik	29	14	31	22	18	13	28	17	14	41
2010016I18Rik	398	331	408	456	378	383	490	521	330	335
2010103J01Rik	0	1	1	2	3	1	3	6	0	1
2010106C02Rik	0	0	0	0	0	0	0	0	0	0
2010106E10Rik	0	0	0	0	0	0	0	0	0	0
2010107E04Rik	769	896	813	1651	1201	1459	1308	1547	1115	2555
2010109A12Rik	34	28	29	39	29	16	60	20	14	24
2010109I03Rik	13	13	1	18	9	14	18	44	1	10
2010109P13Rik	0	0	0	0	0	0	0	0	0	0
2010110E17Rik	0	0	0	0	2	2	2	0	3	0
2010110G14Rik	0	0	0	0	0	0	0	0	0	0
2010110K18Rik	9	0	8	7	1	4	14	1	7	12
2010111I01Rik	3268	2931	2905	3049	2894	2985	3708	3590	2290	4440
2010204K13Rik	6	3	12	2	5	6	4	0	9	8
2010300C02Rik	87	47	60	66	48	63	52	44	24	51
2010300F17Rik	66	31	42	60	55	48	71	32	41	50
2010308F09Rik	0	0	1	0	5	0	0	0	0	1
2010309G21Rik	4	0	1	0	0	0	3	0	0	0
2010310C07Rik	0	1	8	1	0	2	0	0	2	4
2010315B03Rik	381	333	524	361	370	412	501	606	503	819
2010320M18Rik	96	92	70	87	46	86	90	88	41	99
2010320O07Rik	0	0	0	0	0	0	0	0	0	0
2200002A13Rik	0	0	0	0	0	1	0	0	0	0
2200002D01Rik	9	8	14	5	5	16	11	15	5	17
2200002J24Rik	0	0	0	0	0	0	0	0	0	0
2200007N16Rik	0	0	0	0	0	0	0	0	0	0
2210008F06Rik	0	1	0	1	1	0	0	0	0	0
2210010C04Rik	0	0	0	4	0	0	4	2	0	0
2210011C24Rik	55	50	53	136	60	84	107	128	51	106
2210011K15Rik	0	0	0	0	0	0	0	0	0	1
2210016F16Rik	1926	1529	1562	1722	1636	1588	1928	1919	1160	2070
2210016L21Rik	408	349	370	425	477	383	540	392	228	477
2210017I01Rik	0	0	0	0	0	0	0	0	0	0
2210039B01Rik	0	0	0	0	0	0	0	0	0	0
2210406H18Rik	0	0	4	0	2	4	6	0	0	4
2210406O10Rik	0	1	0	0	5	6	3	4	4	3
2210407C18Rik	0	0	0	0	0	0	0	0	0	0
2210408F21Rik	2	9	7	15	9	14	7	14	7	17
2210408I21Rik	37	26	39	25	43	19	27	39	25	92
2210409E12Rik	0	0	0	0	0	0	0	0	0	0
2210411M09Rik	0	1	0	3	0	1	2	0	2	0
2210412B16Rik	0	0	0	0	0	0	0	0	1	0
2210414B05Rik	0	0	0	0	3	0	0	0	0	0
2210414F02Rik	0	0	0	0	0	0	0	0	0	0
2210417A02Rik	8	3	11	12	9	9	11	14	6	21
2210418O10Rik	0	0	0	1	0	0	0	0	0	0
2210420H20Rik	0	0	0	0	0	0	0	0	0	0
2300002M23Rik	0	0	0	0	0	0	0	0	0	0
2300003K06Rik	0	0	0	0	0	0	0	0	0	0
2300009A05Rik	56	57	67	106	87	79	109	98	94	162
2310001H17Rik	1097	1001	1127	1140	1059	1087	1251	1235	1063	1575
2310001K20Rik	0	0	0	0	0	0	0	0	0	0
2310001K24Rik	6	0	0	0	3	0	1	0	1	2
2310002D06Rik	0	0	0	0	0	0	0	0	0	0
2310002F09Rik	8	1	6	3	4	6	7	2	3	0
2310002L09Rik	0	0	0	0	0	0	0	0	0	0
2310003L06Rik	0	0	0	0	0	0	0	0	0	0
2310003N18Rik	0	0	0	0	0	0	0	0	0	0
2310005A03Rik	0	0	0	0	0	0	0	0	0	0
2310005E17Rik	0	0	0	0	0	0	0	0	0	0
2310007B03Rik	0	0	0	0	0	0	0	0	0	0
2310008N11Rik	0	0	0	0	0	0	0	0	0	0
2310009A05Rik	146	176	162	272	173	191	267	187	167	296
2310009B15Rik	53	67	63	100	87	80	71	115	62	124
2310010J17Rik	18	18	27	59	47	36	43	42	38	72
2310011J03Rik	1481	1506	1187	1680	1387	1575	1901	1656	905	2188
2310014F06Rik	0	0	0	0	0	1	1	0	0	0
2310015A10Rik	145	119	115	126	89	109	120	128	95	168
2310015D24Rik	0	0	0	0	0	0	0	0	0	0
2310015K22Rik	0	0	0	0	0	0	0	0	0	0
2310016D03Rik	0	0	0	0	0	0	0	0	0	0
2310016D23Rik	1	3	0	6	1	3	2	1	7	7
2310016G11Rik	0	0	0	0	0	0	0	0	0	0
2310020H05Rik	0	0	0	0	0	0	0	0	0	0
2310022A10Rik	649	443	535	480	594	528	598	533	294	553
2310022B05Rik	96	64	34	93	86	105	84	86	52	104
2310026I22Rik	0	0	0	5	0	2	1	5	0	1
2310026L22Rik	5	15	11	12	15	9	7	5	5	17
2310030A07Rik	0	0	0	0	0	0	0	0	0	0
2310030G06Rik	0	0	0	0	0	0	0	0	0	0
2310031A07Rik	294	290	366	340	333	349	380	378	380	609
2310033P09Rik	205	164	183	256	242	203	266	240	139	285
2310034C09Rik	0	0	0	0	0	0	0	0	0	0
2310034G01Rik	3	0	0	2	6	9	0	1	5	3
2310034O05Rik	0	0	0	0	0	0	0	0	0	0
2310035C23Rik	1258	1096	1071	1124	970	1054	1163	1401	1039	1317
2310039H08Rik	260	168	161	284	269	262	303	213	167	346
2310039L15Rik	0	0	0	0	0	0	8	0	0	0
2310040G07Rik	8	0	2	1	1	6	0	2	2	2
2310040G24Rik	2	5	2	0	1	0	7	1	1	2
2310043L19Rik	0	0	0	0	0	0	0	0	0	0
2310043M15Rik	6	6	2	3	0	5	2	6	1	9
2310043O21Rik	0	2	3	0	1	2	0	0	0	0
2310043P16Rik	152	97	135	117	64	93	90	65	85	95
2310044K18Rik	11	2	16	9	9	10	4	8	7	8
2310046K23Rik	0	0	0	0	0	0	0	0	0	0
2310047D07Rik	0	0	1	0	0	0	5	5	3	1
2310050C09Rik	0	0	0	0	0	0	0	0	0	0
2310057J18Rik	0	0	0	0	0	0	0	0	0	0
2310057M21Rik	364	281	369	344	325	305	288	396	245	507
2310057N15Rik	0	0	0	0	0	0	0	0	0	0
2310058D17Rik	75	54	37	54	39	29	52	71	19	40
2310061I04Rik	216	209	261	313	296	294	272	377	202	452
2310061N02Rik	0	0	0	0	0	0	0	0	0	0
2310065F04Rik	0	0	0	0	0	0	0	0	0	0
2310068J16Rik	0	1	3	3	7	2	2	2	2	5
2310069B03Rik	0	0	0	0	0	0	0	0	0	0
2310074N15Rik	2	0	1	0	1	2	1	2	5	10
2310075C17Rik	0	0	0	0	0	0	0	0	0	0
2310079G19Rik	0	0	0	0	0	0	0	0	0	0
2310081O03Rik	0	0	0	0	0	0	0	0	0	0
2400006E01Rik	0	0	1	0	0	0	0	0	0	0
2410002F23Rik	1029	654	837	735	773	716	1027	741	604	995
2410003L11Rik	6	0	0	2	1	0	0	0	10	1
2410004B18Rik	466	409	408	440	411	434	473	576	292	712
2410004I01Rik	0	0	0	0	0	0	0	0	0	0
2410004P03Rik	25	18	35	15	29	38	71	16	16	33
2410006H16Rik	211	191	222	355	294	301	323	272	207	494
2410012E07Rik	0	0	0	0	0	0	0	0	0	0
2410015M20Rik	1176	1065	965	1404	1122	1220	1551	1274	730	1627
2410017I17Rik	1	0	0	3	0	0	0	0	2	0
2410018L13Rik	0	1	0	0	8	0	1	2	2	1
2410021H03Rik	0	0	0	0	0	0	0	0	0	0
2410022M11Rik	65	87	34	68	82	63	118	80	30	111
2410024N13Rik	0	0	0	0	0	0	0	0	0	0
2410080I02Rik	0	0	0	0	0	0	0	0	0	0
2410089E03Rik	467	421	520	379	339	361	247	439	329	343
2410124H12Rik	0	0	0	0	0	0	0	0	0	0
2410131K14Rik	300	242	345	315	332	304	254	313	217	368
2410137M14Rik	0	0	0	0	0	0	0	1	0	0
2410141K09Rik	0	0	0	0	0	0	0	0	0	0
2410152P15Rik	0	0	0	0	0	0	0	2	0	0
2500002B13Rik	18	18	3	8	21	16	5	22	21	14
2500004C02Rik	76	90	72	68	53	64	95	68	67	163
2510002D24Rik	546	492	519	610	502	517	631	621	504	966
2510009E07Rik	1	0	3	5	0	0	6	19	15	11
2510016D11Rik	2	5	2	7	2	4	5	3	2	4
2510017J16Rik	28	19	29	13	8	12	31	17	12	10
2510039O18Rik	4505	3280	2920	3432	3279	3425	4349	3707	2124	4198
2510046G10Rik	35	39	31	41	40	40	58	48	53	83
2600006K01Rik	15	13	13	19	10	5	15	14	6	21
2600014E21Rik	0	0	0	0	0	0	0	0	0	0
2610001A08Rik	0	0	0	0	0	0	0	0	0	0
2610001J05Rik	1226	1210	1374	1598	1258	1582	1433	1740	1128	2332
2610002M06Rik	474	449	508	498	494	450	620	657	456	759
2610005L07Rik	73	80	49	63	46	65	91	75	49	95
2610008E11Rik	591	362	557	452	505	484	494	654	553	738
2610011E03Rik	0	0	5	0	0	0	0	0	0	0
2610012C04Rik	0	0	0	0	0	0	0	0	0	0
2610016A17Rik	0	0	0	0	0	0	0	0	0	0
2610017A05Rik	54	49	59	15	44	44	87	74	36	52
2610020C07Rik	34	60	36	61	63	83	101	72	24	88
2610020F03Rik	0	0	0	0	0	0	0	0	0	0
2610021A01Rik	312	325	397	297	354	328	466	463	400	619
2610024D14Rik	2	1	0	2	6	3	3	3	5	1
2610027F03Rik	0	0	0	0	0	0	0	0	0	0
2610027K06Rik	0	0	0	1	0	0	0	0	0	0
2610028D06Rik	1	7	24	7	12	4	8	19	8	1
2610028E06Rik	0	0	0	0	0	0	0	0	0	0
2610028H24Rik	2	0	0	0	0	1	1	0	0	0
2610034O05Rik	0	0	0	0	0	0	0	0	0	0
2610035D17Rik	122	106	88	76	62	90	109	100	53	136
2610035F20Rik	0	0	0	0	0	0	0	0	0	0
2610037D02Rik	31	21	13	15	7	14	9	12	27	16
2610042L04Rik	1	0	0	0	0	0	0	0	0	0
2610044O15Rik8	282	330	319	414	322	390	512	375	383	629
2610105M22Rik	0	0	0	0	0	0	0	0	0	0
2610203C20Rik	0	0	0	0	0	0	0	0	1	0
2610203C22Rik	0	0	0	0	0	0	1	1	0	0
2610204G07Rik	6	2	0	0	3	3	4	0	5	2
2610206C17Rik	1	5	9	10	5	13	2	5	5	8
2610300A13Rik	0	0	0	0	0	0	0	0	0	0
2610300M13Rik	0	0	0	0	0	0	0	0	0	0
2610301B20Rik	160	175	249	139	190	197	203	226	188	320
2610303G11Rik	0	0	0	0	0	0	0	0	0	0
2610306M01Rik	85	86	66	82	71	83	111	81	47	102
2610306O10Rik	2	1	3	0	3	0	0	0	0	0
2610307P16Rik	1	2	7	2	1	5	2	4	0	4
2610316D01Rik	0	0	0	0	0	0	0	0	0	0
2610318N02Rik	626	632	446	673	577	618	727	783	299	785
2610507B11Rik	5164	4450	4606	3331	3812	3751	4827	4802	3561	3191
2610507I01Rik	148	86	130	101	152	122	169	109	119	69
2610509F24Rik	3	0	6	0	3	6	0	1	0	1
2610524H06Rik	612	658	595	715	662	643	750	715	603	995
2610528A11Rik	0	1	1	0	6	0	0	0	0	1
2610528J11Rik	0	0	3	0	0	0	0	0	0	0
2700012I20Rik	3	1	2	12	2	9	2	4	1	6
2700016F22Rik	4	10	7	14	27	19	9	7	11	27
2700029L08Rik	0	0	0	0	0	0	0	0	0	1
2700033N17Rik	0	0	0	2	0	0	0	1	0	2
2700038G22Rik	85	81	57	50	48	96	66	81	58	107
2700046A07Rik	0	0	1	0	0	0	0	0	0	0
2700046G09Rik	0	0	0	0	0	0	0	0	0	0
2700049A03Rik	577	451	573	460	373	344	489	515	358	503
2700062C07Rik	292	337	305	338	281	336	362	370	224	559
2700068H02Rik	0	2	0	0	0	0	0	0	0	0
2700069I18Rik	0	0	0	0	0	0	0	0	0	0
2700078F05Rik	2	0	0	1	0	3	1	0	0	0
2700080J24Rik	0	0	0	0	0	0	0	0	0	0
2700081O15Rik	22	19	10	18	22	24	10	6	14	17
2700089I24Rik	0	0	0	0	0	0	0	0	0	0
2700097O09Rik	495	442	402	510	466	579	577	661	464	830
2700099C18Rik	120	194	123	203	125	159	150	176	112	221
2810001G20Rik	509	523	677	737	572	663	596	643	523	828
2810002D19Rik	240	163	230	242	173	188	271	264	197	373
2810004N23Rik	700	659	844	743	657	699	776	638	453	736
2810006K23Rik	157	176	197	231	185	172	218	211	146	192
2810013P06Rik	576	486	485	568	431	572	677	661	389	685
2810021J22Rik	213	133	249	181	175	171	235	243	196	212
2810025M15Rik	150	162	110	184	168	195	210	171	116	205
2810029C07Rik	11	6	17	3	0	0	5	20	0	13
2810030D12Rik	0	0	0	0	0	0	0	0	0	0
2810032G03Rik	2	0	0	0	0	0	0	0	1	0
2810039B14Rik	195	141	193	132	196	120	253	197	112	199
2810047C21Rik1	0	0	0	0	0	0	0	0	0	0
2810049E08Rik	0	0	0	0	0	0	0	0	0	0
2810402E24Rik	204	185	199	161	187	213	238	227	153	197
2810403A07Rik	2446	2509	2737	2358	2213	2340	2512	2744	2021	2878
2810403D21Rik	97	48	99	95	75	80	132	56	100	150
2810404F17Rik	0	0	1	0	0	0	0	0	0	0
2810404M03Rik	0	0	0	0	0	0	0	0	0	0
2810405F15Rik	0	0	0	0	0	0	0	0	0	0
2810405F17Rik	53	54	58	74	45	74	84	66	47	74
2810407A14Rik	0	0	0	0	0	0	0	0	0	0
2810408A11Rik	18	14	7	20	24	20	13	24	3	45
2810408I11Rik	24	25	41	47	22	34	67	34	18	54
2810410L24Rik	0	0	0	0	0	0	1	0	0	0
2810414N06Rik	26	36	31	49	34	36	65	23	11	85
2810425M01Rik	15	14	9	22	18	13	11	21	10	14
2810428J06Rik	8	12	17	13	27	7	23	4	22	3
2810429I04Rik	2	31	37	3	16	18	12	9	10	17
2810430I11Rik	0	0	0	0	0	0	0	0	0	0
2810432F15Rik	0	0	0	0	0	0	0	0	0	0
2810433D01Rik	0	0	0	0	0	0	0	0	0	0
2810442N19Rik	0	0	0	0	0	0	0	1	0	0
2810454H06Rik	18	8	19	18	21	18	25	19	7	42
2810455O05Rik	30	36	26	47	30	29	40	36	17	53
2810459M11Rik	0	0	0	0	0	0	0	0	0	0
2810468N07Rik	117	114	103	173	101	94	111	147	80	183
2810471M01Rik	0	0	0	0	0	0	0	0	0	0
2810474O19Rik	3631	3268	3515	2822	2791	2965	4150	3757	3248	4624
2900002M20Rik	0	0	0	0	0	0	0	0	0	0
2900005J15Rik	13	22	12	7	6	40	46	14	1	28
2900009J06Rik	0	0	0	0	0	0	1	0	0	0
2900011O08Rik	0	0	0	0	0	0	7	0	0	0
2900018N21Rik	0	0	0	0	0	0	0	0	0	0
2900022M07Rik	0	0	0	0	0	0	0	0	0	0
2900024D18Rik	0	0	0	0	0	0	0	0	0	0
2900026A02Rik	120	55	31	68	74	28	132	46	36	31
2900027M19Rik	0	0	0	0	0	0	0	0	0	0
2900035J10Rik	0	0	0	0	0	0	0	0	0	0
2900037B21Rik	0	0	0	0	0	0	0	0	0	0
2900041M22Rik	40	20	34	42	56	41	39	48	24	41
2900042G08Rik	0	0	0	0	0	0	0	0	0	0
2900042K21Rik	0	0	0	0	0	0	1	0	0	0
2900045O20Rik	0	0	1	0	1	0	0	0	0	0
2900052L18Rik	0	0	0	0	2	2	1	0	0	0
2900052N01Rik	0	0	1	4	0	0	0	0	0	0
2900055J20Rik	0	0	1	2	2	2	3	3	1	4
2900060B14Rik	8	0	1	3	4	1	1	8	2	3
2900060N12Rik	0	0	0	0	0	0	0	0	0	0
2900064F13Rik	0	0	0	0	0	0	0	0	0	0
2900064K03Rik	0	0	0	0	0	0	0	0	0	0
2900069G24Rik	0	0	0	0	0	0	0	0	0	0
2900072N19Rik	0	0	0	0	0	0	0	0	0	0
2900076A07Rik	80	94	92	114	87	110	98	147	90	167
2900076G11Rik	0	2	0	0	0	0	0	0	0	0
2900078I11Rik	1	2	10	6	4	3	4	8	3	1
2900079G21Rik	0	0	0	0	0	0	0	1	0	0
2900089D17Rik	0	0	0	0	2	3	2	0	0	0
2900092C05Rik	0	0	0	0	0	0	0	0	0	0
2900092N22Rik	0	0	0	0	0	0	0	0	0	0
2900092O11Rik	0	1	0	0	0	0	0	0	1	5
2900093K20Rik	59	46	34	62	62	62	33	67	40	57
2900097C17Rik	638	662	629	685	690	688	742	842	688	890
3000002C10Rik	34	48	14	53	36	37	51	42	27	51
3010001F23Rik	0	0	0	0	0	0	0	0	0	0
3010003L21Rik	92	66	56	81	96	57	77	76	38	62
3100002H09Rik	0	1	1	0	0	0	0	0	0	0
